text,label
"the pedicure was nice, I will give them that... but lady must have wanted 2 close shop early that day as I told her I wanted a pedi & an acrylic manicure when I first walked in. (She asked another customer to come back the next day while I was getting pedi). Needless to say, I didn't get my acrylic set, and towards the end, I could tell she was 1/2 arsing it... and they were a lil pricey... I mean, really, $5 for taking off my nail polish? I would give this place 1 star, but they did do a good job on the pedicure. not returning here...",0
This little joint is right down the street from my crib and I've had the chance to dine here on several occasions (take out and dine in). Each and every time its been great! Extremely fresh ingredients and even better prices!! Great local place to get some great grub on a small budget. Highly recommended!,1
"please please please do not stay here! 
i never do these reviews but i feel obligated to save someone the time and money and self respect by writing this review! the customer service is soooo soooo poor!! after having almost 500.00 held on my charge card after i checked out, i called to find out why this charge was on my account.  i was hung up on and after calling back was repeatedly hung up on and refused to provide his name to me or his managers name! i told him i work at a four star hotel and casino in las vegas (which i do). he called me a liar! .. and as of right now still out 500.00! what establishment hangs up on their guests? this guy should sit through some of the forbes training i have received! what if i was a shopper? 
do not stay here! save your money! they only received one star because you have to provide a rating.  
aside from the horrible customer service, they stuck me with a 50 penalty fee when i had to change locations. that wasnt great, but whatever, the pictures do not resemble the motel. the ""game room"" is not a game room.  its a room with an atari in it.  the pool was small and dirty and if you like noise all night while you are trying to sleep, you can count on it here.  all these things, i could get over. however, the customer service the man (i cant even say gentleman) on the phone was horrible and penalty should follow. he is an embarrassment to all of us who work in guest services. 
do not stay here! you would have a better stay in a box outside on a corner.
i should have known better for such an inexpensive place, but i was hoping if we cut back on the hotel we could spend extra money with the kids doing activities and going places... wrong! you get what you pay for... and worse!",0
Food was really good. Waitstaff were all really friendly and helpful in selecting drinks and entree. Would for sure go back.,1
This place has not gotten any better over the past 10 years. The service is still bad and they are always running out of food and the food isn't that great either.  Will have to say that I will not be going back to this location or the one off of Glendale and 19th ave.,0
"True Mexican street fare - at first a little intimidating for this Gringa, but it was awesome.   The owner Dan (who happens to be a Culinary Institute trained chef) put together a variety pack for us.  Everything is small and cheap, so you can get a whole bunch of different stuff to try.  $30 fed 5 people.

On the NE corner of 19th Ave & Glendale, next to 7-11.  Give 'em a try - you won't be disappointed!",1
"I love this place! I've been here twice now and walked out with great finds both times. They have a large variety of clothes - work-appropriate & fun cocktail dresses, fabulous shoes, jewelry, casual skirts and shirts, and more. The employees are very friendly and helpful. 

Another reviewer mentioned $700 boots, but I haven't seen a single item priced over $100.  I actually got gifts for my cousins, 2 hair and jewelry items apiece, for under $20 per person (and in the same visit found a dress for less than $40 that got me half a dozen compliments at a holiday party that night!)",1
"It was 3:45pm and I'm about to jump on a bus to the light rail.  We have no reservations for Pizzeria Bianco, but a couple of friends just got in line and were waiting to get some wine.  Useless fact: they're 26th in line.  So in theory, at 5:00 we're in the first seating.  And so it happens, the publicly-underwritten public transit arrives (my one-way trip cost $1.25, my gf's unvalidated parking fee was $12) and two Hop Knots later, we're sitting down and waiting.  

Typical order, one of everything, two Biancoverdes.  At this point being almost review #200, the details are irrelevant.  The crust is great, the cheese is great, the Sonny Boy is uber-salty and delicious, fruity olive oil, holy shit these roasted peppers, etc.  Why is that person staring at me through the window?

So I guess the point is, if you make it your only point to go to Bianco, it's hard to be disappointed.",1
"Upper Crust is like Grimaldi's on steroids. The two places have nearly identical decor and the pizza is extremely similar. Upper Crust uses a little more cheese which is nice, but they also use cornmeal on the crust which I am not crazy about. The wings are huge and delicious, especially with the honey BBQ sauce. The meatballs are nothing special (with or without the mozzarella cheese), but Stephanie H would disagree. Happy hour is Monday-Friday 4pm to 7pm and on Wednesdays they offer half off on bottles of wine. 

Overall, it is a very good pizza and I plan on returning. Next time I'll be giving that pizza cookie a try. I really liked Upper Crust, but Grimaldi's in Old Town is still my favorite for traditional NY style thin crust pizza.",1
"After a night of debauchery with friends, my friend and I found ourselves craving a comforting bowl of Pho. I've been a regular at Cyclo's for quite sometime but decided to branch out and try something new. I was pleasantly surprised with Pho Ao Sen! I am always happy when I enter an Asian restaurant and see Asians patrons...probably sounds a little weird but to me it speaks volumes. The tranquil aesthetics of this quaint cafe made us feel welcomed and relaxed. The decor had a modern Asian feel: minimalistic organic zen with soft ambient music playing - perfect for a Sunday afternoon.

We ordered the Pho Dac Biet Bo Vien- House PHO'nomenal (House special combination of *sliced eye round steak, well-done brisket, well-done flank, soft tendon, tripe, and beef meatball) and the Pho Tai (Sliced eye round steak) and Goi Cuon- Spring Rolls. As with most Vietnamese restaurants the portion size of Pho is quite large and we could have shared. Both were delicious, filling, and had a nice aroma but nothing too overpowering. I've experienced a few places that use a little too much anise, so much that you can't get an overall sense of all the delightful herbs and spices used in this delicious creation. The Spring Rolls had a very fresh crisp flavor and were the perfect accompaniment to the Pho. 

I give Pho Ao Sen 5 stars! Best Pho I've had in the valley, beautiful atmosphere and friendly staff makes me one happy girl! :)",1
"Another 5 star review. I saw Beauty and the Beast with my little niece last night and she couldn't stop talking about it. 
(It was her reward for having good grades) 
I know I'm supposed to be the reviewing the theater, but I can't bring myself to rate them lower than 5. It was such a good show that even though there were a few minor issues at the theater,  they still deserve 5 stars. The auditorium is starting to show its age and hopefully they get the funding to make improvements. (Also some lady with a big head sat in front of us and my little niece couldn't see, so I changed seats with her.)  No big deal. 
Other than that the staff were very professional and helpful as always. 
Thank you again to yelp, Lindsey and to Gammage for giving us complimentary tickets. My little niece and I appreciates it and we enjoyed the show. :)",1
"Would normally give this place 4 stars as I have been a regular here for about a year.  Cheap drinks, great crowd and great music. Except I had my first bad experience here the other sunday.  Granted, me and all the other people from my work were pretty loud after a sunday afternoon spring training game.  Maybe it was the girls being a little too giggly or us just having too much fun for a dive bar...but I think none of that warrants the bartender calling us cheap and rude.  Come on now, we are all servers and we all tipped you well.  Whats with the attitude?  Will still continue to come to this place once I stave off the embarrassment of telling people from work I know about this cool bar only to be so rudely treated by a way too snobby for a sunday afternoon bartender.",0
"IF YOU HAVE KIDS YOU MUST READ!!!
My husband and I have never been more insulted at a restaurant than tonight at the Hillstone Restaurant (Biltmore).
This is the same restaurant group that includes Bandera and Houston's. 

We deliberately went out early-- at 5pm -- with another couple and our son. He started to fuss on and off during dinner. Mind you the restaurant was already noisy when the GM Miranda Geranios instructed us to leave; other patrons were complaining. That was news to us- and we've seen far worse outbursts in the past from children. Ironically, our son at that moment was playing happily with the other couple when she rudely asserted herself. 

We were in the middle of dinner and to add insult to injury, she didn't even offer to compensate us for a future visit without our little guy. Just go home without dinner and pay the bill. Of course, she herself has no children. 
To ask a repeat customer to leave is absolutely disgusting. We will never visit any of their establishments again and wanted to share our unfortunate experience with our friends who also know the challenges of having a family.",0
"Food is always great! Tootsy Maki is always awesome. The music is always great. But the service... The service could be so much better. I came here with my daugther, sister, and some co-workers. I had surgery that restricted me to a certain type of drink. The waiter said I had to throw my drink away do to health code. I was fine with that so I put my bottle in my purse. I asked for water so I could add my protein powder in the water provided.  I was mid way finished with my drink and instead of her asking could she refill she reached across the table and refilled my protein powdered water with lemon water. WTF? Also the booth we were in smelled funky, like dish water... eeek! I will still come for the Tootsy Makie and Tempura Shrimp but I will make sure I always sit outside.",0
I've been coming here since the 70's when it was across the street and had a screen door. I know the staff and the daily specials by heart.  When I lived away from PHX it was the place I wished for. When I go to NYC I have to take RM food to my friends. The whole family agrees. I don't understand the negative reviews. The reviewers must have had a bad day. I love the food and so has everyone  I know.,1
"Went on Halloween night for dinner.  Very good.  The steak came out sizzling in butter, the way God intended good steak to be.  Service was great but they put a bottle of San Pelligrino and poured it before asking us, now I would normally buy it because I like it and for $8 it is a nice add on, but they should ask first.  Also, beware: the Wedge Salad is just iceburg lettuce and Blue Cheese dressing, NO BACON!!  WTF?  No Bacon, but I asked for a side and it was all good.  Desert was just OK, and their side dishes were above average.  Great for special occasion.  Will go back.  Oh they don't have jack on tap if you want a good draft.  I was really let down with their poor beer selection.",1
"Banfield is okay for routine check ups for maintenance and preventive care. That is why they offer a ""wellness plan"". When it comes to your animal getting sick, I would go elsewhere. It should not be called a Hopital. The doctors are there for profit only and do not show any care for your pet. The vet techs care, but the doctors don't listen to them. This place is lacking ethics when it comes down to making important decisions when it comes to your pets health.",0
The only good thing is the cheesecake. The food is terribly mediocre. And I hate how they seem to all be decorated like ruins of some sort. I want some damn food not an expedition with Fernando!,0
"I used to go here at least 3 times a week for Happy hour.  The volcano chicken was my favorite meal.  However, the last time I was in there I had a cricket in my water.  I took a sip squeezed the lemon, and thought there was something wrong with the taste.  I checked and at first thought it was a lemon seed but no, sure enough it was a cricket (in which i took a picture).  The way this restaurant handled an insect in my water was repulsive.  One of the male bartenders came over and brought a new water saying, ""It happens.""  No, sorry that's disgusting.  If i hadn't been craving the volcano chicken I went there for I would have just left.  And then on top of getting a cricket in my water there's no discount or compensation off of my bill.",0
"Tried a little if everything.  The bars are worth the drive across town unbelievably good.  The bars have a moist short bread crust, it is absolutely addictive.  The strawberry cupcake was perfection.  Cookies were very good but the bars and cup cakes stole the show.  Thank heavens it is not closer to home :)",1
First hole in one on #3. I'll always love you Vistal.,1
"I have been to this Museum twice so far. And both times I enjoyed myself. But this place is huge. There is so much to see if you are into Native American art or just art and lifestyles, history of Native Americans. I love it. I was recently there to see the Indian Market and seen the Boarding School exhibit and Kachina exhibit. I love seeing all the Kachina dolls. When ever I am in town I know I will always go there to check out the new exhibits.",1
"On a cold winter day, the craving for hot comfort in a bowl makes a person do strange things. It found me driving to a kind of shady part of Mesa, while braving the cold winds in search of a perfect bowl of phò.

My new holy grail of Vietnamese restaurants is Phú Thành, located in a rundown strip mall on Southern and Extension. A good Vietnamese restaurant is usually kind of old, slightly dingy and super cheap, and in this case all the basics were met and exceeded.

Phú Thành is a no-frills kind of place. Inside it screams for a makeover. Though clearly from another era, it is clean and functional. The service is friendly and the kitchen is fast.

There might be a slight familiarity here the owners of Phú Thành and my favorite central Vietnamese joint Da Vàng are brothers. The menus of the two places are almost identical, and they offer a lot.

The No. 50 Chà Giò ($2) is what good Vietnamese cooking is all about. Two golden-brown, crunchy egg rolls filled with shrimp and pork are hands on and interactive. Served with a plate of lettuce leaves and herbs, you wrap the egg roll in lettuce and garnish with mint and cilantro, then dunk them into the house-made n?òc châm, a sweet and spicy dipping sauce. The fresh lettuce and herbs cut through the richness of the egg roll, which on its own might be slightly oily.

Applying the same hands-on approach, the No. 54 Bánh Xèo ($3.95) replaces the rolls with a pan-fried rice flour crepe. The exterior is slightly crispy, while the soft interior is filled with shrimp and bean sprouts. Of all the Bánh Xèo I've tried, this version is by far my favorite. It's full of flavor and texture.

Phó (pronounced like the bad word) is not only fun to say, but fun to eat. Eight versions of the noodle soup are offered, from traditional beef to chicken. Pay attention to the menu description when ordering since you might wind up with unfamiliar cuts of meat.

I'm adventurous and love the textures of beef tendon and tripe, so I was in heaven when my steaming bowl of No. 1 Phò Phú Thành ($4.95) arrived. The broth was incredibly fragrant with clove and star anise. This really should be made into an air freshener.

Along with the condiments at the table, the soup comes with a plateful of basil and bean sprouts. But also include limes and chilis to add texture, flavor and depth to your pho experience.

For something hearty and comforting, the No. 7 Mì Bò Kho ($4.75) is a bowl of chewy egg noodles filled with a beef stew. Tender pieces of stewed carrots and beef grace the rich and complex flavors of the dark and tasty brew.

If you're carbohydrate loading, order a slab of French bread to absorb all of the bone-warming elixir at the bottom of the bowl.

For food like this, a little shady is worth the drive.",1
"Awesome! I highly recommend this place! Incredible atmosphere inside and out, the bar design is superb and the patio is the perfect spot for relaxing and enjoying drinks with friends. I went for the second time recently and have to give this place a stellar review. The menu is innovative and fresh! The mixed drinks are killer and the wine on tap was an extremely pleasant surprise. Plus, you can't beat their happy hour seven days a week! 

 I have had the crab cake BLT and the halibut sandwich, which were both out of this world! Everything I saw coming out of the kitchen looked amazing and I can't wait to go back and try all the others.  The servers were great and knowledgeable about their menu which is always a big plus! As a parent, I love that this place is a perfect day/night out spot for a date or hanging with friends but also a family oriented neighborhood joint where I can bring my kiddo along! Love that Churn is right next door to get some yummy dessert after an incredible meal!  The design is spot on for this area! Great job!",1
I love this place.  The family is very sweet and the food is real deal homecooked Cuban food ... as good as I remember eating in Havana.  I love the Fricase de Pollo and my hubby loves the oxtail.  The fruit juices/smoothies are delish too!,1
"I always find it reassuring when I pull up to a Mexican restaurant that there's a bunch of landscaping trucks parked and the guys are inside eating lunch :)  I thought Mixteca did a pretty good job with my carne asada tacos, rice and beans were not a complete afterthought, decent chips and salsa bar.  The staff was friendly (they actually SMILED).
I was about to get a little p.o.'d when my taco platter and small Diet Coke was more than nine dollars but rest assured the portions are by no means skimpy.  The decor was typical fresh-Mex beach type, I could certainly see myself enjoying a cerveza on the large patio when the sub-100 degree days resume!",1
"One of these days I will learn NOT to take out of town guests to places I haven't tried first.  

I was pretty excited for one of my favorite people to come and visit.  Her only request?  Sushi!  While I have my list of absolute AZ favorites (Tokyo Lobby, Toyama, Sakana, Hiro, Dozo) foolishly I decided we should try somewhere new.  Having read many good things about Hana, the choice was made.

Walking into the BYOB place with our Kirin Ichiban in hand, we were ready for a great evening.  Too bad that isn't what we experienced.  After being ignored for a few minutes by everyone who passed by and even the person behind the counter, I found someone to tell that there were two of us and we would like to sit at the sushi bar.  Although there were spots open, we were left standing there for quite a while.  Do you want to stand around holding a 6-pack and not even be offered a bottle opener?  Me neither.  Once we were finally seated, we weren't told about any specials, offered water or even glasses for our beer.  

Deciding to make the best of it, we ordered:
Yellowtail sashimi (good, the best item we had)
Spicy scallop nigiri (good)
Albacore sashimi (dry, not sliced through, leaving us top pick off overcooked bits and pieces)
Freshwater eel nigiri (dry and crumbly rice, falling apart at the touch)
Scallop dynamite ($15+ for 'krab'?  Really?)

The female sushi chef was nice but our waitress was nonexistent.  Other tables and customers at the sushi bar seemed to be getting decent service (water, getting their beer/wine/whatever from the refrigerator) but we were left without water refills (once we finally got any at all) and don't even think about getting another of those BYOB beers we brought.  It even took a while to get the unused bottles back when we were trying to leave. 

Lackluster food and nonexistent service at a premium price.  No thanks.",0
"I am not a connoisseur of cupcakes so I don't have a ton of references to use on this review. That being said, I'm not really a big fan of cupcakes either. This place is family owned and operated. There's a wife and husband who run the place and the wife's sister works there also, which I thought was great. It is in the strip mall towards the western end of the shopping center.

I tried a variety of the flavors including the Reese With-a-spoon, and a chocolate, chocolate chip cupcake. Coworkers that I shared them with, who are cupcake aficionados, really enjoyed the lemon and red velvet versions. While slight pricey for a cupcake, (slightly north of $2 per cupcake) if you have a special occasion or just want a special treat these cupcakes are incredibly moist and delicious. They also do custom cakes and cake pops, though I can't speak to either of the latter two.",1
"I can overcome the hipster sneer and accept that I am an uncool blemish in a world full of cut-off corduroys and patterned leggings. What I cannot and will not get over is an unapologetic staff whose epic error led to me breaking 5 years of meatless eating because of an order mishap.

I ordered the red pepper tomato quiche. After 20 minutes waiting for the quiche to warm in what appeared to be a 200 degree oven, I double checked to make sure my name was on the plate at the counter. When I dug in for the first bite, a wave of nausea and panic washed over my after realizing this was a piece of the bacon spinach quiche. I returned to the counter and explained that I had ordered the vegetarian quiche, and the chic who took my order asked the chic behind the counter which one she served, because she was sure she got it right. The chic in the kitchen said she put them out in the order she got them. Then they spent some time looking around in confusion and murmuring a bit,  meanwhile all the quiche had been sold. So the counter chic simply turned to me and send, ""well we don't have anymore of that one.""

Thanks. I told her I was more upset about the fact that I had just put bacon in my mouth after 5 years of no meat than there being no more quiche. She did give me my money back, but no one apologized or offered me any recompense. I'm over you being cooler than me, but I'm not over you having no soul.",0
"Hands down my favorite coffee shop in town. They used to be located inside the Conspire art collective but have now moved into the old Hood Rides digs up the block and it's awesome.

Plenty of seating room at the bar and also a really cool little room next door  where you can pull up a seat and hang out. From what I understand there will be seating outside too.

Most importantly however is the coffee. They use a special mix roasted specially by Cartel. I'll be the first to admit I'm no coffee connoisseur but I do know this, every drink I've had, no matter who's behind the bar has been perfect. Not burnt, not too sweet, and not a hint of pretentiousness.

Sooooo, why go to S-word Bucks when you can get a better cup of coffee up the street. Oh and for those of us who burn the midnight oil on more than a few occasions, they're open until 12am EVERY night.",1
"An Ode to Walmart: It's Walmart

A senior citizen handing out carts at the door.  My cart doesn't roll straight.  I'm not surprised.  There are no baskets, just carts.  Is that a hint?

It's Walmart.

More babies than a daycare.  More seniors than a senior center.  And tattoos for everyone.

It's Walmart.

Cardboard kingdoms of snacks, a tower of cheese balls bigger than you head for $5.98 each, a wall of ramen labeled ""Cup-O-Soup,"" and a kid putting cheese balls bigger than your head into his family's cart.

It's Walmart.

Fifty cent clearance plastic margarita glasses.  A crate of $5 DVDs bigger than my bathtub.  The PA announces ""All loaders, code 60.  All loaders, code 60.""

It's Walmart.

A pharmacy, vision center, credit union, grocery store, hair dresser, automotive section, toy store, bike shop, Home Depot, and Office Depot all under one roof.  I think I got lost twice.

It's Walmart.

Profits measured one penny at a time.  Is Walmart a savior for the poor or does Walmart enable poverty?  Economist can't decide.  Does Walmart help the environment by working with vendors to reduce and remove packaging, and engaging in some environmental friendly projects.  Environmentalists have decided.

It's Walmart.

Self-checkout with a weight sensor to keep you honest.  They've never checked my receipt at the exit.  Is it because I'm white?

It's Walmart.

Patrons leave their carts at the bus stop.  Where did that hour of my life go?",0
"They were absurdly busy. I had a bar's eye view of the care that goes into the $3.95 1/2 dozen oysters. I would not order them myself. Dinner felt rushed, I didn't feel like a very valued client, and the poor gentleman next to me waited at least 25-30min for his 1/2 dozen oysters (carelessly drained of their delicious fluids).

My dinner was good, but relied heavily on it's fat content to carry it's flavor. My cocktails were good, I would come back for those.

It took another 10min just to pay my tab after I had finished. My dishes were cleaned up by a bartender who looked like he just run a marathon, dripping with sweat. Not exactly how I like to finish my evening.

Thanks, but no thanks Pappadeaux.",0
"We've been here several times with our kids and grandkids.  It's a good family spot, but the service is just okay.  We love the fresh chips, and the wings are good.  Salads are 'meh'.  We'll come again because it's a good spot for the kids, but we'll come expecting not great service.",0
"This is a great place to take your time and enjoy someones company.
The food is fresh and the service always friendly.
If you are looking to be fed fast this is not the place to go.
Fondue is fun!
If you have the time and the money this is a place to have a great evening.",1
"Amazing facility. Scottsdale healthcare has done a great job, the people are happy to work here unlike some hospitals. They are very receptive and the ER operates like clockwork.",1
"Heed the negative reviews.

This restaurant can be summed up in two words: mediocre & overpriced. I wish I had gone with my instinct and given more weight to the negative reviews. The positive reviews of the spring rolls lured me in, however, much to my disappointment. One spring roll is $4.50, although we fortunately went for the happy hour and only paid $3.50, which was still too much, in my opinion. They were stuffed mostly with lettuce and had little to no flavor., and we tried 3 different kinds. The peanut sauce was overly thick and cloyingly sweet and added nothing positive to the rolls.

I had the Lemon Grass Chicken for dinner. The chicken was overcooked and dry and absolutely flavorless and the noodles were overly sweet. I couldn't detect even a hint of the lemon grass. The presentation was unappetizing, with the overcooked chicken just slapped on to the side of the noodles.

I'm not going to speak for my companions as they were there at my invitation and probably didn't want to be negative, but neither of them made any positive comments about their food. 

As I said, pay attention to the negative reviews. If you like bland, overpriced food, you may like this place, but otherwise I can't see anyone going back for more.",0
"""Hipster,Trendy"" ????-I think NOT !!!! Very disappointing......weird crowd ( older men on the prowl? ) , and unfriendly bartenders w/ lots of attitude. I've given this a few tries thinking I just hit it on a bad night , but won't be going back. So many other great places in Scottsdale to visit !",0
"This place is worse than the IRS, at least the IRS admits when they made a mistake. But these arrogant workers will be caught dead before they hear themselves say ""sorry for the inconvenience"" or ""we made a mistake"".  They gave me different information on two consecutive visits that I made, then Dorrie, some lady who obviously should not have been working that day because she was coughing phlegm all over my documents, then after she asked me to wait by the counter for 10 minutes while their system updated.

 I waited, 1 hour and 30 minutes later I finally went to the information counter and asked for Dorrie... I was told that she had gone to lunch 15 minutes ago and was told to go talk to another lady. She just dismissed me and I went to go talk to the new lady, who was also extremely rude and kept rolling her eyes and interrupting me before I could finish my sentences.  Basically i spent total of 3 and a half hours waiting and getting attitude and nothing was resolved because of their mis information and Dorries idiot customer service ethics and the last ladys pride..  not one person resolved anything and they all were too proud to say ""we apologize for the inconvenice"".  I recommend this place if you wanna be late to work 2 or more hours and having your mild mannered patience tested to the maximum.",0
"Closed... GONE UNDER, OUTTA HERE.. See ya later, bye bye..",0
Great service and delicious breakfasts!,1
"This place is right up my alley.

Smithwick's on tap- check
Awesome fish & chips (award-winning for a good reason)- check
Good pub vibe accompanied by live music- check
A nice soccer following (the unofficial bar for Glasgow Celtic supporters- not my club, but good enough)- check

I'll go with 4 & 1/4 stars.",1
"We were excited to check out this new restaurant! We were left extremely underwhelmed. We sat in the bar to watch MNF. It would have been nice to be able to hear the game over the discordant pop rock music at a mexican establishment but I understand that you are not a ""sports bar"". It was Monday night and with the exception of a large group  of blue hairs celebrating secretary's day the place was empty.  The bar area managed to fill up, because the Cardinals were on tv and it seemed as thought the high tops and patio were busy as well. 

Our bartender Amanda was very polite and eager to up sell us their flavored tequilas and specialty cocktails. You can tell she was a little wet behind the ears but she was doing her best nothing a little training and experience can't fix. The wait time to receive a cocktail was excruciatingly long though being a former bartender I understand the complexity that new bars go though to develop new and unique cocktails.  We ordered the pumpkin margarita. I applaud the attempt but personally it tasted like puréed baby food. 

I was feeling very open minded and wanted to experience as much as I could that TQLA had to offer so we ordered the salsa trio and chicken tortilla soup.  

Queso dip: cold
Habanero dip: sweet with a swift kick afterwards: not bad
Guacamole: good: but was gone after 2 bites. I guess they feel if they place the guacamole on a bed of green shredded lettuce it will look like there is more than delivered. Fail

Chicken tortilla soup: Thick tomato soup with dry dark meat chicken chunks. Maybe it is just me but I prefer a more broth based ck tort soup and juicy white/dark meat chicken. Bleh: Amanda offered to remove it off our bill but I insisted on finishing mine because I was hungry. My GF pushed hers to the side; DNF. 

Meanwhile; whilst experience our starters we managed without any silverware or napkins and at this point Amanda being the only bartender on managed to become flooded with specialty cocktails in the well; thus not being able to properly oversee her patrons at the bar. Needles to say our drinks were empty, our plates, monkey dishes, empty bowl of chips, 2 cups of bland tortilla soup, saucers and wrinkled up black beverage napkins (used in the place of the real ones) were all tattering on the edge of the bar eagerly anticipating a bus boy to remove them. 

Onto the Entrees:

I ordered the carne Asada steak.  My girlfriend tried the habanero chicken platter. They were delivered by TQLA manager ""Joe"". Whom decidedly pulled himself from enjoying the football game to expedite some food. He crept up behind us and shuffled the entree platters in front of our faces after we spread our dirty dishes closer to the edge of the bar and politely stacked them for our ficticious busboy/girl to remove them properly. Now in my history with management; a decent manager would offer to remove the collection of dishes but instead he decided to ask us if we needed anything else since the look on our faces was disgust. Instead we opted to inform Joe that we would enjoy our meal a little better with silverware and napkins.  He acknowledged that was a novel concept and proceeded to fetch us a pair. Joe wasn't six steps away before he was interrupted by a member of the waitstaff who informed him that what she needed was more important than delivering two setups to some first time customers so they could enjoy their ever increasingly cold food.  At this point my girlfriends temper got the best of her and she jumped up and retrieved her own silverware off of a table in front of Joe and eager waitress to salvage any heat that might have been left in our entrees. 

We dig in:  

Carne Asada: was tender but lacking the Wow factor. 

Habanero Chicken: Tasted like a chicken breast smothered in their warm fire roasted salsa... What happened to the habaneros?  Where is the heat...? Bland

I hope they get better: but until then Nandos all the way. Never saw Joe touch any tables, never offered to help out a bartender who was swimming laps in an Olympic size pool. Occasionally the wait staff would come behind the bar and help out.  This is about the time that our appetizers, chips, soups, and entrees were all removed from the bartop. FYI Joe, the hostess stand can hold itself up on its own. You don't have to stand there and hold it up. Keep an eye on your staff and customers and offer help where they need it so people will be happy to come back and give you a second shot.",0
Awesome burger and fries.,1
Long waits and teenage workers with bad attitudes...nuff' said.,0
"There is absolutely no other restaurant in town that has better BBq.  Their pull pork is just mouth watering.. Very juicy.. Great bbq sauce with a touch of spicy to it... Just perfect.. Ribs are unbelievable.. This is not a place you get a 5 star customer service.. if you are going here and expecting anything but great bbq, you will disappointed... It's a whole in wall and I absolutely love their food... I usually give a lot of points for customer service and treatment... but their food is so good that makes up for everything else they lack and I will keep going back just because of their good bbq....",1
