text,label
hail to thee keeper and maker of dreams i haven t checked to see how the ht party went i slept,1
another day without my run it aint gonna work this way sigh jasmine tea lol how i long for some,0
i have got till friday to get to tweets im sooo gonna do it lol,1
dude there was no doubt that carolina would whoop up and man they won every game by an average of points till next year,0
back to the job,0
make sure you don t get a cheerio in the eye of milk on your jammies haha too cute,1
yay twitters a tad quiet,1
i see all the debauchery now you should be nicer to in the dm s though hes a nice guy lmao stirpot,1
tweeps says good night she s turning in and twitter is acting up on her,1
definitely sick,0
oooo god i just burnt my plantain now what will i eat all becos of mshewww rabbiiishhh,0
we re supposed to get rain around pm the only damn place in england,0
i think they need some water,1
i feel bad cause i keep forgetting,0
i m gonna have to say i m skipping the collectibles in prototype damn do i have collectibles,0
argh it can take days for your body to get over caffeine more days of hell to go then,0
i never meant it boy lol,1
my mommy is here,1
ohhhh herrrr yes i remember her when tila told us about her i didn t follow her cuz my twitter was private then,1
that would require me to sleep from time to time in order for me to perform a full review and that has not happened,1
dudeee i feel so sickk throat effiun kills,0
i love that i can request something healthy to eat from noel and he doesn t tell me to lighten up,1
oh no but prob hahah,0
thinks up was the best animated movie in the world happy the d was low key,1
someone stole the front wheel of my bike,0
its been nice knowing you,1
what about aporkalype now for the made for tv movie,1
stuffed just went shopping did my animals and cleaned my room and now i am cooking a cake,0
cleaning and relaxing today yay graduation tomorrow,0
did you get miley tix,1
feels fat and gross but can t seem to stop being hungry,0
i started playing sims but realised you cant sell your children to slavery or the sex trade another game that doesn t reflect my life,0
oww my cornrows r starting to hurt i think i ll take em out,0
so gooooodddd you need it oh piss on assignmentsss dad said he ll bring me to urzzz at i will just come anywayyyysss,0
just finished helping my mom pack for her trip i already miss her,0
still curled up in a little ball like a potato bug after dealing with unemployment office nazi robot this morning bureaucratic bullshit,0
i m sorrrrrryyy i do love you i was hungry tho lmao and i forgot to log on to ny phone,0
no golf today have to work stoked for game nhl finals tonight let s go pens,0
i work today till like or later,0
i like to leave notes when ppl i know park close to my car,1
gettin reeady to go to st louis cuz my cousins in the hospital again,0
hey gorgeous how r u i was in hospital for a week i miss u and all in facebook lt,0
thanks big g day to you too i think i ll keep my pants on nopantstuesday,1
i wish i was the greatest fane ever that would mean court side seats i have none how was prom,0
i m up far too early but i have had breakfast for once i m hoping it will halp me in r s exam xx,0
going shopping w leila this morning idk why but cnt stop sneezing amp need somethin besides benadryl diphenhydramine makes me super sleepy,0
no worries miles you got this,1
seo for wolfram would be classified as semantic engagement optimization,1
i feel soooooo sick i just wanna have fun ugh,0
oh mr sun sun mr golden sun please shine down on me,1
can t sorry and don t call me lame,0
looks like i will be doing on saturday morning for us west coast folks details to follow tomorrow,1
you approve of me becoming a cougar thanks kidding but i think my newfound support is bad luck for the penguins,0
let us all pray for the passengers of air france flight who lost their lives in the plane crash today,0
i wish i had more followers,0
i hate tweetdeck when it reaches access limits,0
sorry i can t join you i keep getting quot unable to mount database quot errors mount this skype,0
what are you f kidding me,1
so my mom just bought the hamster car otherwise known as the kia soul,1
it s the end,0
what an amazing gift can t wait to see what you shoot with it,1
flylady using things i already have so short grocery list this week only mcdonald s night b c of baseball game friday,1
just saw the hangover really inspirational material there in all seriousness though it was pretty funny almost as good as eurotrip,1
u right lol kimkoi thanks ladies hugs n kisses long as yall still following,1
i love it i can t wait for the movie,1
she says death to eeyore hes my favorite,0
is ready for a coming busy week,1
i know what you mean i get a face peel every month,1
stuck at work with fans on and the window open dying,0
just woke up going to school today,1
o no flippin royal mail they re useless,0
lax on dec th then a few days in la to kill before heading home,1
ahhh i ll be driving to pick up hannah wed,0
just picked my sister up from work she s always grumpz after work so i think next time i wont go,0
trying to relax as much as i can today before jobs diet gym takes over for the next days,0
bawahhhh that s hilarious scraping upnmy pennies to get my new one in the next month or so,1
jj cale amp eric clapton   ride the river hello thank you,1
just got off work wish i could have got a few more hours in but patrick might be coming home early,1
new podcast up now broken windows possible new job it s an update i tell ya tcot conan tom hanks green day,1
hurry up good news week podcast i missed tonight s ep,0
going to attempt making my own milkshake today haha its probably going to be a fail oh well taaaasty,1
im already sick to my stomach and im not even on the cruise yet,0
haha i think being able to see carlisle s natural skin tone on the back of his neck against all the white makeup bugged me,1
i want whatever someone wants to make me i just find anklets sexy in the summer,1
never thought they were going to change the entrance marking scheme so fast,0
nothin much just here listenin to music what s up,1
oh ok it was good times indeed the only thing that was missing was u and frenchy when i start planning s i m gonna let u,0
i cant give any bday nudges,0
o she lost i haven t been catching up with bgt but awww i can t believe she lost,0
tgif omg so happy i got my car too bad i cant drive it yet,0
join our group sodmg france on facebook,1
hey hey i m bizzack holla when u come out of hiding,1
my fav gb packer what a hottie,1
so i m on a walk cause its a nice night i m singing to myself and i swallow a bug coughed so hard i may have punctured my lung ugh,0
its frustrating to know that i need to do this pg review pack for math in order to still exempt if i skip it my average is,0
getting my tattoo today and getting to spend time with my brother and nieces watching the game later duh,1
i havent listened quot before the storm quot yet i hope i could,0
thanks i didn t realize magazine had a twitter account,1
i m great was excited for you last week,1
i can start typing in name but as i cont finishing name most people don t show up i have to type letters and scroll,0
awesome and when you review please be honest,1
elie uploaded it for me a while ago,1
done the whole shebang trust me just need to shake the cough and get my voice back and all will be fine,0
sperm sperm sperm,1
hahahah gmn mo ksana emak gw already slept weheii jmpt gua aja lo shell skrg wkwka,0
busy day getting hit with production for commercials left n right but busy is good,1
desperate for dry shampoo right now,0
coming back from watching x men,1
i missed u bed and body pillow i however did not miss work,0
same here zzzzzz going to miss psl if it happens tonight,0
one last bing tweet i love the logo way to go,1
a happy ending for a captured journalist daniel pearl didn t get so lucky r i p,0
good there is a csi marathon on not really feeling up to much,0
yess the sun is finally out noo i gotta go to work,0
time to clean my room and do laundry,1
found my raport,1
lol excellent,1
is still sick but on to the ship and back home to learn how to study,1
yes and french open amp federer have climbed up the trending topics ladder of course,1
you must be really lucky even the translation is exact for you had lunch,1
watching home and away it s good but everything is always sooooo serious,1
i can t stand foolish people or things why don t people use twitter to feed the world with food for thought,0
woo glad you found furniture i found a lovely pitcher that was so it remained at shupps,0
we re trying to do a guild get together in september really excited people signed so far dan said no hook ups and no fiber sigh,0
cough cough cough i t better be a touch screen phone i dont want an iphone anything except for that puppy,1
the gassy girl wasn t there and new girl did so awful i want to cry not even coffee coffee will make this better,0
that s not porcelain surely it s a multi layered chocolate sundae om nom nom,1
hey i mma twitter holic i promise to say only good things and make ppl smile tweet with me,1
fighting tears as my mom and i talk about jr,0
thats remind me i gotta listen to lvatt i aint listened to it in days cuz ive been at my grandmas house,0
booze and soccer but sweden is fucking losing,0
me tosses smelly ass in the shower thanks for the comment on my vide,1
is pretty sure neesa was making a hairball for me as i locked the door not happy w me as i blocked her escape but hope she s okay,0
have you gotten to ride an elephant yet that s an experience in itself,1
tomorrow will be great and saturday is svenja s birthday party lt,1
sounds good your my st follower fairly new to this twitter how r u x michelle,1
sorry i can t update that much my computer isn t at my house anymore,0
deciding between country thunder and blackhawks convention oh my god what am i going to dooo,0
or you could call me,1
cole and stephanie need to get online or call me or something i wanna buy these tickets soon,0
had a pretty awesomely long day,1
back at the gym,1
you really do have a cruel streak,1
i now haves a season pass for six flags,1
freedon is sweet tryna enjoy it while i can whoop whopp apple sour shots are lovellllyyyy but ma stomach feels abit weird now,0
i just downed some coke so now im ill oh well im going on halo,0
haha that s messed up why would you tell the whole tworld im a gay fish,0
tis a beautiful day in the city,1
boredddddddddddd shit bored,0
ugh ariza has gas it s so gross,0
me for an hour and a half in central time leaving vacation,0
got me thinking about walking i get to do it all the time in my dreams along with riding my bike i hate waking up,0
jst up x,0
hmmm maybe and lovely dragonfly too,1
our band width got used up gb worth virtually no internet connection a week,0
i m kind of sad that susan boyle didn t win,0
having a nervous breakdown i want to quit school already,0
is enjoying a foot massage by her bf,1
i appericiate talon naming his pet rabbit after me,1
exhausted didnt sleep very well last night,0
it was some stalker note i m so freaked out right now it was a no return address envelope and everything,0
i love the sims and and now,1
is missin his son this father s day damn i love my son this some hard shit,0
keep rockin and keep knockin whether you loubouton it up or reebok n,1
awesome press conference by microsoft also project natal is going to be a big hit,1
hey i remember damian and im still working on fixing mine,0
too much math,0
we weren t racing it just touring you know,1
thank ya kindly,1
smores with stacey and fun and love with extra love on the love yum,1
have to take anacortes to the vet today,0
i m an internal guy myself i have one more free bay in the mac pro for that tb drive,1
she has a beautiful voice,1
then i will get to work i love working from home,1
breakfast shaun its mate lol aww im hungry now lol,1
ay u were u at miss hottie hottie,1
watching csi on my ipod there is a huge thunder storm omg,0
aww sweetie huggies never mind it ll be on iplayer later won t it,0
enjoying the sunshine and listening to the proclaimers,1
hey sweetie thank you for the birthday wishes it was a great day i have an awesome husband who made it special,1
hi kay,1
thank you for the dinner date,1
mtv movie awards zac efron looks scrubby as a mofo,0
so i m finally going to bed,1
i feel terrible this morning i have a cold soar throat and a fever i want to go home,0
first tweet lets see how tweeter works out,1
what a crappy day for a birthday,0
uzp p t es at vos nolikt auto tav s t kam r biju centr,1
thanks suga,1
today is angry day arrrrrrgghghghghhghghghhghghghghg,1
jooonnnn then you shouldn t stretch so fasttt,0
its fridayyyyyyyyyyyy,1
is almost done with work,1
link to first part of gladiator for my mum xo,1
the sophomore attempt broke up oh man oh man oh mannnnnnnn i m sad awww man,0
how good is this weather brings back memories,1
and you two just made my day with you tweets,1
i broke down and got one let s see how awful i am,1
loving the new site i ve subscribed myself right up let us know when you post new blogs so i don t forget,1
i know it doesn t look very good,0
whaatt i was definitely so looking forward to it,0
lol join the club i think i ve become a quot refresh button junkie quot,1
well live is down for all tomorrow looks like i m sleeping in and no xbox live all day i m saddened,0
retweet nah am channel surfing the tv on a rather warm sunday morning in mumbai,1
messed up my wrist i cant move my hand,0
need more followers for,0
wondering why i don t have more than two followers,0
wstchin brainiac it s just soooo funny i can t wait till the summer,1
but that wasn t really mtv movie awards more mtv twilight awards but i love twilight lol,1
failed miserably on the st day of diet good start weetbix then butter chicken for lunch and casserole amp bread for tea,0
going to the drive in tonight to see night at the museum and star trek if i make it to the second movie usually fall asleep,1
getting in on my back soon hehe,1
today will be awesome,1
hi mark have a nice evening cant wait to hear the new album and to see you guys back on stage next year take care xx,1
diego boo urns come on clay stood up after that leg kick that deserves the win and he looks like he could go another tuf,0
ananga ranga gets a lot of exposure it seems everyone loves it support us and tell all your friends about ananga ranga and cramzy com,1
and team are back in civilization,1
uuuugh according to my host my wordpress broke need to backup and reinstall today,0
wishes she had more kaluha,0
we don t i am waiting til i get to hear his voice again,0
just got home from choir rehearsal talking to my sweetheart now,1
made another background love it more than the st think ima head of to sleep ni night,1
the fact that i started to like the girls of the guys i care about makes me think i should smoke less and eat more cuz i m going insane,1
hi there love eboost pink lemonade i clicked on the link but there wasn t a code for off please advise,1
morning brandy i love your music i m fine how are you,1
watching dazed and confused its still raining out about more hours to see sloan,0
now i m getting scared this flu doesn t seem to be going away yikes going to doctor right away,0
iphone ftw,1
i want to eat all this cashew brittle that i bought from russle stover,0
what a shame tedx leeds clashes with alt c,0
i m taking a lemonade break from the yardwork would anyone care to join me for a glass,1
i want to go on a cruise,0
pretty sure you ll feel better tomorrow,0
i ve just noticed these past two weekends i partied with two of the biggest douchebags this town has to offer,1
that s gr marie i hear you about the workers the ned of every school year we lose workers that quot try something else quot,0
i tried you re not following me,1
ha whateverrr th period is pretty fun don t you agree,1
oh haha then we can finaly see if it s about miley i think amp hope it is,1
wheeeew those systems just made my head spin,1
good day gonna miss phoebe and rachel so much just leaving dublin now deli was closed intensely hungry as emmet says fuck my life f,0
oh em gee ur seeing hangover with out me,0
watery teary eyes coz of reading too much on pc guess i m not yet fully recovered,0
work and i miss my son,0
hundred updates wooo go me,1
on computer bored,0
need to sleep exam tomorrow i m on my way to a far away place the land of good dreams and eternal happiness hehe goodnight,1
thanks for passing that one on,1
i am so sorry following you now,1
listening to biffy clyro machines,1
i think we live different twifestyles i m twollowing ppl vs your so i m def twoversaturating your feed tworry,0
so turkey was fun then,1
no digging out of whatevers in my foot happened instead i get to go see a surgeon about it i ll blog about it later,0
sims just arrived won t be able to enjoy it til moro though as i have family over who want to go see terminator amp a work shift,0
don t be a grumpy when the roads gets bumpy just smile and smile and be happy,1
what happened with jazzy,0
its a rite of passage bb hope youre okay,0
first general session t was decleard larry ellison had the most toys and wins,0
going back from s had fun and met people got some hideous pictures of me too happy birthday again lyl you can rest now,1
ladies who went to sam bradley last night dm me with yer emails and i ll send you my pics,1
haha thats terrible you cant be that bad,1
anybody want x factor audition audience tickets birmingham th june pm damn work experience,0
adobe audition works under win rc,1
yuck more rain,0
today is my rd wedding anniversary i think i m the luckiest woman alive and my husband the most patient man,1
hiya take that concert was great highly recommend it,0
really woulda loved to of seen jonas brothes and mcfly singing together last night would have been amazing,1
rocking ensemble tonight,1
writing a fan fic,1
    follower          follower ,1
thanks it s not as pretty today the healing has begun it will be good in a week or so,1
where yu been at boo yu dont dm me or nothing,0
i just got on the bus for my hr bus ride to sarnia and i found out my a button is broken on my gameboy colour,0
i don t have why don t you try limewire,1
very sad that my boyfriend has gone back to portmouth,0
tirreeedddd,0
its okay caps theres still hope to tie the games win on monday,0
christina ryan and i are going to the beach tonight,1
i want to go to peggy s cove,0
i could really go for ihop right about now but i ll probably just have special k,0
hey i love your shows can you please help me with dinner my soon to be in laws are cmng i dnt knw what to serve thanks,1
ok all i got was i failed at all the other ones,0
strettle misses yet more england games this time he s got a dodgey tummy rugby quins,0
that picture doesn t really do it justice it looks all pink its actually like deep red sad,0
good off to sleep night,1
i gonna make my future dh bobby say that to me all the time now,1
nope didn t try it,1
gonna see the pillar of autumn later lovelovelovelove made them a present gonna give it to them when i see them,1
i can deal with one or to but there s quite a few tonight i think i just slipped into whining too,0
yah him and miley were cute too,1
there is not enough wine in my house this evening amp i ve just spilt glass on carpet,0
just came back from the beach with a tan nope a burn,1
i was upset about the nuggets goodnight bu,0
i m going to butlins yeh hurray lets go on the tiny bouncy castle and tea cups sure i m a bit too old for butlins,0
just woke up going to the beach and stuff,1
im sorry but camilla is wrong for joe taylor idk i loved her but she seemed to be getting so desperate about it,0
oh i will be on the look out dont freak out when u get a couple hundred emails of the worsed dressed haha jonas,1
last day of ihs loooong drive home tomorrow,0
ok my stupid phone didn t leave a message with pic just some canvases that i keep collecting and haven t p,0
just read a cv which has devexpress listed under computer skills and no it wasn t s,1
tragedy i feel for you i can t have coffee without milk either,0
i think i lost followers also i m covered in glitter why because i wanted lips like hedwig,0
omgosh precious it becomes with a little story about them and everything,1
yes yes it has soooo good,1
i m not,1
worried for my cousin she has exams poor girl,0
i don t have many friends here either i want school to start back,0
i just let my everquest subscription lapse just don t play it anymore don t have the time,0
aww no tweeting from jonny today,0
new taylor video you belong with me,1
still sitting in bed debating on when amp if to shower today the cold is moving from a head cold to a chest cold,0
my mum is soooo annoying i love her really but she does bug me sometimes,0
rewatching the first season of sytcyd forgot about the rampant misogyny and homophobia,0
in experimenting w tweetdeck s search function i ve realized that noone appears to be tweeting about geology or geophysics,0
linux chromium and wave made me dust of win vm to test new gears dnd and canvas crop resize chrome gears is too old back to firefox,1
ugh my air conditioner broke during the middle of the night nothing like waking up to f temps inside,0
sleep tight sara when you go to tv com pls check out my blog,1
normally run drink you need to train your body to do that too as daft as it sounds lol amp carrying a bottle what times your,1
i will i didn t know it hurts oh gosh she just walked out g g,1
swore can my internet work on my laptop now please this fucking sucks goddess of death,0
eh teds are okay i prefer new,1
feeling neauseus at am in the morning shiats,0
man jon and kate are a huge train wreck aren t they worst thing about it there are innocent lives being drug through this circus,0
i burnt my finger,0
you re welcome how s the wedding planning going hear back from anymore peeps or just going to assume half amp half,1
rocking the snow wars,1
finishing my pre master next week and in september my master begins for year,1
see you later there are no goodbyes hope your leg gets better,0
i suffered from that the other day and learned the hard way not to let it get baked onto the windscreen,0
im up grind early pow,1
have a really good day will watch for more pics,1
fabric shopping went ok i left my cash flow n the car,0
my son is interning at ugo com this summer this week he s tweeting about e pls follow him if inclined,1
thanks got tired of bleaching it the um bangs there yeah they are actually a bit purple gt _ gt oopsie,1
the girl infront of me on the train crying,0
well stupid airports anyhow im sorry leave,0
yogurtoftheday plain tart with strawberries raspberries blueberries and almonds,1
post gym pre errands sadly too busy for some chess today,0
hii savannah wow i love your new cover it s amazing pass a really good day xoxo laura,1
says great first fight since i ve been home i haven t even been home a week yet fml,0
eyes are lookin goooooood now if this day would just go by a little bit faster so i can get to j s,1
sad i m missing the concert tomorrow,0
il be in crutches until september but it could always be worse no amputations at least p,0
misses her baybeee,0
santorini greece for sure i m going there someday soon i need to get another passport though mine was stolen,0
michael why don t you ever tell me how amazing i am let s face it i am pretty amazing,0
wishes she could go see jersey boys in new york,0
just currently turned down a free meal to olive garden with my mom and brother i m just not in the mood,0
just got back home from church many lessons learned,1
had a good day in sheffield but im now skint,0
my ham egg and cheese sandwich is made of sadness and fail,0
my hand hurts getting burned at work sucks even a week later,0
i lose my debit card least x a day n my phone x a day real talk,0
ill go to the club witchu im not going to hospitality today either soo goin out to lunch instead,1
thx for the chat yesterday both times and please if you ever want to talk about your sadness just come im there for you,1
i never found out what the card with the fish on it said,0
premium conversions disabled i sent a ticket and they told me no i need to unseal my items and exp i have still hours bronze,0
o and happy mothers day,1
awwwh don t be silly you are a legend,1
in a weird mood,0
i am so sorry to hear that t,0
it s gonna be a crazy days surprisingly not sleepy though but am gonna sleep anyway night night,1
soo many up comming events so little money,0
ah just another day of english lit revision,0
h nh nh v  fim hay n n m nh th y m n b ng b u d c c ng hay hay well gridiron gang is really a good movie,1
wanted to go out to breakfast this morning then thought better of it mother s day crowds making omelets instead happy mom day,1
oh wow happy birthday to him,1
oh for sure you re welcome haha thanks for the reply i love your music super talented,1
home from work tired footlocker is a workout,0
chi town weather sucks cant go bike riding walking jogging etc are we going to have a summer ok wii fit here i come,0
my poor wee boy has toothache,0
i m am sick and i don t like it,0
noooo i want to see year one ugh is it really bad,0
happy saturday i m going out right now,1
jumping jacks haha i should he sleeping i have work at am vegas time,0
would love to go to the globe but am stuck here in nashville,1
pouring down in nyc just got my hair done,0
glad to be home safe had absolutely no business driving tonight give me a hard time please this was entirely irresponsible,0
im just remembering stuff and its making me sad nostalgic,0
having a good weekend so faar too bad ive gotta start revising for my exams,0
lots of rain last night i don t think my poor veggies are going to make it still under water,0
bummer if google would only give me some free programs to sell drat on my finacial planss,1
feeling hormonal amp maternal today maybe cuz i was dreaming about kids and my chest hurts thinking i m getting cold flu,0
free time but in h school again now i am checking my new messages by sweetys lt,0
i wanted to go to the movies today but my head is killing me,0
getting ready for another day at work boring boring work i swear im going to go insane there,0
u never did nothing for me,0
doing fuck all today pitz tomorrow night though,1
been playing tap tap revenge puts me in a good mood every time,1
i ve almost killed my pachira aquatica plant by under watering it i guess the clue was in the name,0
day one of ez fill is undeway not at its best either its lunch time time to breathe,0
btw you two have seriously long twitter names,1
what the hell did you drink before you went to bed to have a dream like that,1
has a clutch again,1
wow he said he s retiring sad,0
at home sick with a lousy cold,0
taken a nap feelin real sick,0
i just watched titanic and now crying gonna listen to to cheer up,0
big cats meet kittens session went better than i thought,1
believe in your fly ness conquer your shy ness buenos dias tweety birds,1
well looks like dallas is a no go who wants to take me on a date im sure in the mood for free food,0
hmmm damn i m vanilla i don t like it too dark,0
wants waterrr,0
i hate this weather it makes me depressed,0
my birthday in one week yay morning sunshine lol,1
k g k t davichi y nh g ko ch p nh n c s th t l  n  v a  k b t sr sr suju k a m k idifl k a b  ch g no ch,0
i am at the airport picking up granma there are facemask everywhere i forgot to bring mine,1
i hate the effing dentist,0
have fun in the atl sadly ur boy may miss it,0
hows everyone doing today,1
owwwwwww flo rida is coming helsinki in july be there gonna be hot apple bottom jeans,1
dying to work on a project of mine with a good friend he s no where to be seen these days tho,0
ok so what s the dillio with the twitter mafia family been getting a good number of requests i don t want to get whacked,0
i always hate interviews,0
i miss callin to trey songz he could have been followin me on twitter,0
lolol i love your tweets too glad mine entertained,1
this video made me cry quot draw with me quot,0
well tw fans hell let s be fair fans in general do that about all sorts of things not just location,0
wishes i could hang with andrea moarns,0
soz hope the biz dev rocks you enjoying the f,0
headed cheesecake factory,1
just recovering from hangover,0
my boyfriend just broke his wrist now he might need surgery im so nervous,0
got an ez miler in shower then out for a ride on the shadow it s quiet w o the family,0
excited about getting some jimmy johns at work tonight yummo,1
my best friend doesnt even want to talk to me,0
lmfao going out for a ride how rudeee o lmfao joke,1
lady gaga is the bomb diggity loved her since day uno,1
i dont even know what mikey has to do but my mom won t even let me call him,0
you scared two of your followers away on your slippery slope,1
that sucks i thought updates are suppose to make it quicker nah but when my cell updates its pretty much nonfunctional,0
i am oficially a tchs alumni,1
delayed at the airport no fun,0
net capped home unable do notes so sitting here watching swearing midgets paulie from pizza amp politically incorrect couriers on sbs,0
but its not sunny here,0
tweetdeck seems to not want to work boo,0
please go to and vote for thanks,1
i m loving this hot and sunny weather,1
yes they were funny but i don t people to know about them and i don t feel like sharing,0
miss you tooooo lunch asap or else,1
beginning auditions for emergence a zombie film i m working on excited to meet everyone i m printing the checklists right now,1
carla im in town meet tyo,1
going to the zoo with my cousin robert have a wonderful day,1
cant wait to see you in birmingham tomorrow yay,1
why is the world so fuckt up,0
the lcd it turned off on it s own and won t turn back on,0
is happy that she found s twitter,1
heyy dudes im now at pattaya alone unfortunately im bored i played indiana jones on the playstation a while ago but i got mad at,0
wait ur cheating lol xoxo,1
oh my gosh me too im quitting when we get back from cornerstone why was yours bad,0
another beautiful day doing stuff around the house work come visit working out tanning home for the night off tom w t,1
can t read my can t read my no he can t read my poker face lalala,1
i miss our party times,0
the file is corrupted i cant open it i hate it when the virus is on my laptop c,0
today my newphew is having surgery at am,0
i m eating the final justin brownie so sad,0
lol i don t even know what intezone football competition means good luck,1
no i didn t see it i m doing stuff for finals,0
they ll have it sorted by friday,1
im heartbroken right now my george foreman grill broke today seriously that thing changed my life rip,0
lol but i have to say that joomla and wordpress will do the job as well so just ignore tony haha,1
you re description of this sat morning was perfection thanks seattle is following suite,1
new single bought it is awesome well done boys,1
no hot daughters just perfectly done chicken feet happy with that,1
nope donnie got pissed cause i was holding him hostage,0
i need my hair to look pretty for thursday and friday but how will that happen when it s supposed to pour outside,0
really and how twitter is suposed to act i don t know how to be it hahaha sorry i always forget to check my dm,0
aho i had so much fun tonight my face still hurts from all the smiles amp laughter starbucks was the perfect touch,1
motherfuckin last day,1
srsly i m totally hooked on sims too this game has taken over my life,0
long slow day ahead still it has to be done great night last night woke up feeling great too that feeling vanished with her xx,0
very content with my life at the moment,1
haha nice to know bon appetite,1
can t wait for our internet to be fixed,0
prom season is almost over here in canada wish i could go none of the boys want a yr old date but their flowers look great,1
we cant find the fucking sword thing,0
can t believe the crap that s on the radio i need in my life,0
a mate just called you an aussie,1
thanks going to try and find a job for the summer now sigh,1
that s what i thought probably one from or,1
ahhhhh and its nap time peace and quiet,1
i m bored right now holidays are almost over,0
wonders why her internet connection is soooooo sssslllooowwww snail slow hate it,0
lol woman power eh u plan to do that roflmao wow u great warrior love your name,1
vvip is a membership for special treatment you don t have to queue etc but if there are so many vvip members you ll queue,0
lovely indeed i ll say not me against just interesting and really something,1
oh i got hype wat school do you teach at,0
i know but the packers also mucked up hey i m a cal bear so tried to love aaron rogers bad calls for all,0
hey twitter my day was okay i wish i wud get more alone time wit my boyfriend so we can get to kno each other i miss him already,0
i bought the vx a few weeks back v happy with it,1
i should take a nap now so i don t see anything else,0
that blog is lovely nice find,1
homework then studying,0
an italian date,0
at the mall with jess getting something to eat,1
you are probably getting up to go running soon and i can t even fall asleep,0
found a hotel a little ways from stratford that does thanksgiving dinner so gonna book it,1
according to marco smoking weed makes you philosophical i consider myself philosophical in the shower,1
watching hocus pocus just had a lovely sun bathe now to hot s haha,1
why are u always in columbus oh when i m in la so sad another show i m gonna miss,0
why in the world is it that no matter what time i got to bed i can never sleep past am,0
yeah if i wasn t a typical college student and poor i totally would miss you too,0
you re right education is the key,1
just flipped the tv on and there it was it was much too painful to linger however,1
is eighteen in a month,1
gooonayt hopefully i can sleep well tonight,0
hey are you in wales at the moment if so we should all go out sometime after these stupid exams are over with though,0
spending the entire morning half grocery shopping for my moms place wow i want boba,0
i m so stupid it s star wars day may the th be with you,1
starting to get sick oh nooo,0
pool party wish my man crush was coming,0
lolol a want to see how many reply back to ye,1
just called travis to let him know how great his haircut is it doesn t matter that it s am because true friendship never sleeps,1
going to shady for a beer if you wanna meet me k,1
upside down guacamole at that,1
soooo what will monday april th s day in history bring,1
i sucked at bowling a lol it went down the right side no matter where i aimed gutterballs in a row roflrofl,0
ohh thursday i have exams all day what about wednesday,0
i know but they insist on it or else they ll stop paying me,0
i concur and i ll be sure to take pics next time,1
decided eating chocolate while teaching self to twitter will make learning this faster and more fun,1
sick all w end better now gr day thks zzz time now slablekker enjoy yr day training planned i may treadmill in am,0
pooey i left my good sweat shirt at the stadium,0
lol but u can stare at zac efron,1
cathy glad you like it wish u have good sleep everyday,1
edited in a hurry sorry,0
just made a flower headband out of real flowers its really cool its not real flowers its those lil white weeds that look like flowers,1
watching larry king live,1
about to go to ap to hang wiiiff people haha be back laterr,1
hey stranger was thinking about you this weekend how is everything hope all is well,1
r u doing any gigs in scotland,1
