text,label
one step at a time you ll get there trying to do the fun thing sometimes i forget what fun is have to remind myself,1
preparing for the trustees market tomorrow rain or shine come out savannah am pm next to pirate s house,1
fed won i didn t see it but am guessing rafa was tired from yesterday sorry love have a safe journey,0
having the worst day,0
where is this i looked on amazon and didn t find anything,0
lawl i miss my friends already beach with rucker d,0
well haven t been on in two days no point in catching up with all y alls tweets though sleep sounds good its only pm,0
yea i know i ll realize it life is so easy right now but i can t help that i m not enjoying it as much as i know i should,0
shout out to two areas my page is heavily frequented by south bend indiana amp grand rapids michigan,1
that post hit the spot how can you beat quot self righteous dung quot,1
thats one out of million,1
poke no poke backs,1
lol i suppose you could say that i just end up finding alot of different things i like,1
just followers what happend to breaking guys followfridays my lil durn booty,0
omg cinny you are just full of surprises arent you lol hope you re having fun,1
i m sorry and i fell back asleep,0
is at work sooo tired just wanna go home and sleep,0
yes it was at rehearsals yesterday so bummed i wasn t there today when they let everyone in,0
i advise that you microwave the bread before making the sandwich,1
yes mark i love spongebob and the piza delivery episode is pretty rad,1
heading off to town to see charlie,1
what s up alsoooo i want to go to la so bad it s been too long,0
inspired by a recent guardian article i m hugely into the monks at the moment heavy deranged bizarre but brilliant,1
is in love with jason reeves,1
it was good i m hella tired tho i think some margaritas and rice sounds good right now,1
would like to point out he loves portland as much as emarosa do,1
yay i ate lunch amp i m still hungry sigh,0
just went on a work related bike ride through englischer garten with her colleagues and is now settling in for a long day of work boo,0
i meant i would if i could,0
in class history of rock music first day missed the whole first week should be fun,1
they always make me feel lonely like i live in a big city eventhough i don t,0
you are thinking of the artist bedard,1
why weren t you at mi casa you jerk napings for granmas chalk for what ahaa,0
winter is here amp i m freezing my ass off,0
ahahaha your so cute i miss you you coming to sway sway,0
full time position as a float teller open at mct you go to branches as needed to teller bring a resume to port neches branch,1
thank you alvin,1
dude i am ready to kill them they are all up in my space drunk assholes,0
is up moooooorning,1
asks quot please cast your vote on gay marriage now cos we re losing thank you,0
new moon trailer is wow looks awesome blown away,1
so my friend is waiting for you to add her,0
who has great songs haha sorry,1
must say i love your ever changing pictures darling,1
home now still no power hope to god it will be on sometime tomorrow,0
tooo early im running late,0
is bummed tyler has gone back to athens,0
twitters all broken bah humbug how am i meant to talk to ma girls when you re broken,0
i don t feel like going to back to church tonight if i do then i ll have to leave early to catch the mtv movie awards,0
moments away of ending our year wait to go back to the finals sorry lebron had his chance last year our turn now,1
thanks to you and sadie we need the positive thoughts,1
what s wrong with it hope it gets fixed soon,0
aw julie hugs i hope your day gets better,0
one of those things you find on a friday that just makes link clicking worth it nice find,1
finally done tired hungry can someone fund my hunger,0
hayfever sufferers i feel your pain today i not a good day for us lol,0
kind of like a class in college oops did i say that hhrs,1
thanks for all the birthday wishes off to eat sushi,1
sir jet forever our cl teachers suck,0
oooh can t wait to see,1
out around the city with on this beautiful day,1
i friended am friends with you already love reading you tweets and updates they re quite comical at times l,1
waaaait so when did let you give him your phone number so he can personally call you i am very late to that party,0
not tired but should sleep,0
hello world listen the radio dabas online left corner above pr ba szerencse,1
there s something about big grizzly mountain men types with tattoos and sideburns that just gets me every time hot,1
dude i know the feeling went to bed at up at going to be a long day,0
ahhh im sure your fans will stick with you guys your an awesome group of guys,1
re booth s grandfather my fellow oklahoman james garner would be awesome mention ur an ou sooners fan amp he ll do it,1
twisted her ankle last night,0
gl to you as well,1
ooooh oooooh lick it off haha,0
i did i had quibbles w ending but just realized that there is a sequel coming out so i ve reserved my quibbles for now,1
looonnnnng day of camp and more to go now im at rehearsal for snl miss n the mister,0
is mad he can t remember the original lyrics he wrote,0
oh nothing bored out of my mind,0
i feel like a child when its hot and i dont want to go to bed but the sun is still up its too hot too sleep whine whine,0
see you tuesday,1
mmmm friday phone sex this horny woman is sooo ready cum give me a ring horny,1
thanks it s just too good for tv simple as that dollhouse,1
i just finished my ginormous pile of notices and right when i was about to celebrate my boss dropped off another huge pile poop,0
my love i need to go to work sleep a little we talk later send me a dm,0
right i need to try and get some sleep back to getting up at half tomorow,0
riding to charleston alone seems that phillip had some quot chain issues quot,1
you omfg you i missed you agnsklfasdsa l lt,0
going to the beach i really wish i was going to melissa s crocheting party,0
loving the new cabinet in the bathroom more room for stuff gotta maximize every square inch in condo living or downsize stuff nah,1
for me showoff,0
still having boy problems i hate boys,0
i didn t get a puppy in my box just a big shiny doodah,0
iron done now thinking of my far far far away girlfriend,0
yeah it is pretty intimate when you think about it but i bet your brows look fab,1
listening to the epic performance delivered at superstate because i miss my band buddies,0
we watched episodes of entourage more to go,0
please sub to me on youtube thanks,1
it is now in the morning and this is my th update,1
super sad life sucks sometimes one in a million miley cyrus,0
not feeling so good so a really lazy sunday today,0
tired going to bed work tomorrow,0
watching fringe i miss lost,0
here you go my dogs and my daughter,1
congratulations girl so happy for you,1
praying for my cousin brad found on the floor unconcious and not breathing they re on their way to the er i hate being so far away,0
and pegi wins the fear spider will be staying with us,1
the hannah montana episode was so funny david great job i love the song too,1
yeah it s hard to bear that,1
hell yea odie that s what we like to hear go lakers,1
i don t keep up with twitter that much anymore too much life,0
hmm actually good day at work so far,1
ugh it just doesn t look good blahh ahhh gt o i need a drink,0
omg lol i love this song,1
just got home from the beach,1
you are tom fletcher the geek mush cute,1
do you like it i m in the process of making yours,1
what channel was it on last night i seen the buildup then there was football on setanta,0
someone needs a hug from the vodka fairy you know who else does your mum love ya nat,1
where s my air france airplane,0
my word processor doesnt work so i have to type this crap in a stupid email,0
yowch as if people would ever think you d do that really how dare they,0
has finished his last ever uni essay only words over as well,1
my best friend is in csi no buddy for spanish class _,0
getting to church no better way to start the week,1
going to da park,1
listening to keith urban i can t get enough of his music,1
hhaha yeeeeeees it was awesomee lt in agust ill go to otherrr concert,1
petted the stingrays at the zoo and ate delicious peruvian steak at mango good anniversary,1
somehow i keep gaining muscle,0
don t forget the quot space quot before the or they won t see it,1
rob p just one best fight and best break through male,1
omg so jealous also i love flying too have fun in cali,1
this may help,1
thanks thanks for taking the time to watch it glad to hear you like it as art is a big part of me,1
i like all the songs i can t say just one guys love ya,0
sore throat makes it hard to sing,0
i lost the soccer game today i will never play goalie again i belong at defence,1
i ve fallen in love his name is buddy we are different i am a man he is not he is better a blue jeep wrangler i miss hims,0
what an annoying morning this is staing to be,1
making a new msn,1
i believe it is now time for bed since i have to get up in the morning sigh oh well i ll try and make the best of it night tweeps,1
only quot seem quot funny,0
bored now want to go home and sleep,0
listening to the girl all the bad guys want haha,1
pfff bought a new bicycles this afternon one for the gf and one for me me finks quot zadelpijn quot will be happening during quot pinksteren quot,0
uhh i forgot to lotion feet dealing with that girl now i m walking around with white knuckled toes,0
you also kena fire drill ah maybe hot then higher chance for fire,1
oops on my way to attend a business meeting sometime hate meetings hope to reach in time and wrap it up quickly,0
rainy day not enjoying the fact that i have to go out in this weather and i ll get home really late too hope it stops until then,1
listening to beyond the fringe the enjoyment of the four men going quot aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa quot,1
going to pink concert on saturday night woohoo days of work left long weekend coming up,1
good morning,0
delaware go home who cares anbout them lol,1
aw my bff was crowned prom king last night congrats danny,1
ah not sick before exams,0
yes he can,1
have too much on my mind amp cant sleep,0
if it s any consolation agrees with you lol,0
those really interested wait until the last seconds on ebay i d buy if it only fetched that but would prob need posting,0
home for lunch amp double free work so much school work,0
school tomorrow tests assignments,0
if only you could take republicans to obdience school,0
off to beccys last ukypag meeting sob,0
my head has never hurt so bad,0
sup twitties well today am really excited to get in this meeting for a huge job offer omg am gettn global baby luv it holla lata,0
next expenditure french connection wayfarer sunglasses more widely set for my wearing pleasure,1
i m gonna be brave and log on to com and lend some support to the australian gals i hope its not getting ugly over there,0
lol im only jokin im not dressed yet either feel so lazy must get ready in am in tho i think ha,1
feeling awfully sick but excited that i finally figured out where the secret park is actually located in daylight,0
nite woz fun aint got no where sleep doe da couch n my bed hav been claimed,0
the skinning of is complete come all ye gamers otherwise i ll cry,0
i wish the rain would stop i still have to get my wallet from darren,0
wink,1
welcome back however brief glad you re getting to do the all the traveling you talked about doing but couldn t at the time,1
i have safari too just updated it today i think its kinda neat too but i miss the gray theme in the toolbar,0
i see well like jake said you got to do what makes you happy i really like the bold at amp t doesnt have good service here,0
aww that s precious i love kids i m sure you enjoy your job,1
good morning connecticut,1
i know it s gonna get full real quick i just have them hanging around randomly might as well display them for all to see,1
howwwwwdy twiterbuds,1
y the train of anti me ism i dont like this train it makes me sad,0
im sure it s all worth it jack is worth everything wait no he s priceless that s what i meant to say,1
says awake after no sleep again my body hates me,0
making me saddd cuz ur down now im down too,0
hahaha no my room is too clustered to fit a fan,0
i can t imagine life without battlestar gonna have to savour those last three episodes sigh,0
if u can sing you can usually sing any genre whether people will accept you in that genre remains to be seen,1
twitter was borked,0
what you saw on that book it s not about you girl i wrote better things about you,1
i want something sweet in my mouth,0
mt apologies to anyone messaging me before am cst i have notices disabled between pm and am,0
sunning on my terrace too many clouds,0
everyones out partying and im sitting here twittering feeling very low at the moment,0
jazz concerts are fun when you can dance amp stroll around the lake,1
thanx for taking so much time to talk to everbody amp signing my iphone pls say dan thanx for the pic,1
thats right i forgot about the flu that is going around,0
pink tee shirts kya hua yaar,1
i hate when i listen to a podcast while working and when the podcast ends i can t remember a damn thing discussed multitasking fail,0
good morning i missed your tink i was downloading the uber twitter upgrade it s great,0
well my sister works where the show is so you never know and i m taking my gay friend with me it ll be awesome,1
well just informed me that she turned her mobile device updates for me off,0
you posted my mantra for the day i won t give up,1
we need to do homework and stuff what s on tv o_o i just eatedd it was yum yum,1
restoring my ipod touch seemed like euthanasia to me i was willingly killing it,0
crippled had a flop a turn a he had aj nearly folded but not that good yet ha,0
sitting in bed texting someone thinking and messaging u thro twitter which iz fun,1
i wish you were there to save mine not yesterday but weeks ago still homeless sigh hehe,0
cant wait for oasis on saturday,1
haha snuck the right part of your head out of the picture huh,1
they re not pushing adderall on me sam it s another drug that has a very high sudden suicide rate fuck that,1
i hate when plans don t work i need something to do tonight,0
we live in a sex orientated world,0
well i am gonna go to sleep and wake up and do whatever goodnight whoever,1
glad you liked it creativity is the ticket,1
now i am older i like the term girlfriend seems so young and carefree,1
you both love that i am odd just admit it,0
setting off the day with some you guessed it laundry,0
steel toe boots good to hear that you re comfy hopefully they are kodiak or terra brand,1
yeps handed an assignment in today and have an exam on thursday then nd year is over woohoo,1
hii i m gd thnx how r u,1
omg xbox live down le sigh nazi zombehs must wait tomorrow,0
haven t updated in a while html code has been eating my brain for the last couple of days am a zombie now,1
living archaeology vicariously through pbs,1
i m sorry i did try oof i have missed those socks,0
good idea miss u girls,1
it s fletcherday,1
she said a feminist then,1
that s true but lately here in michigan the police have killed people via taser gun it just seems like excessive force,0
walked to work wishing i had worn shorts twago,0
seriously i kind of freaked i don t like it but i love twitter hahaaha,0
is really tired of this craziness no trainer again today,0
kids are home today grown chicks that means mama gets bbq,1
have to fight sleep after an awesome lunch chicken do pyaza pulao,1
tp ga sukaaaa i want connor to live t john connor ga jadi mati marcus donor jantung waaa he said quot everybody dese,0
i have no followers gosh it must be good to be famous,0
so many things to do so little time i need a big hug,0
is trying to find motivation to do his comprehensive exam work down to go by tuesday,0
invited to where,0
dont think i can snooze the alarm any more,0
missing him no show for the first day of school,0
im sitting out side waitin my dad at the apartments lol lt atl ftsk lt,0
wheww lord ain t that the truth thanks girlie you have a good day too,1
wish you both a very happy and fabulous mother s day,1
stavros flatley i m bored of this b g t talk now wheres the excitement since i have to be in rehab tonight,0
awww man fell over at ice skating what a bitch not done that in a while,0
the very funny yellow fever love that episode,1
seriously more than pittsburgh,0
i ve only had hours sleep since yesterdy amp i still can t get to sleep,0
this is a sad day we can build a new tomorrow today messing things for th part,0
finally i get omnifocus syncing to work again not having that app hurts,0
just got out of the shower i need to clean a little bit and then go to sleep can t wait to finally see john tomorrow,1
work was crazy sad that my twitter mobile isn t working,0
the non drowsy neozep is making me so so drowsy,0
hey mike no my head is ok i m quiet good actually and how about you,1
ill again,0
had fun nite i was pleasantly surprised,1
i wanna have one but i have to pay,0
left my phone at home,0
desperate housewives i m deducting cool points for that oh yeah i m also confiscating your man card jk,1
the goal might be to become a professional beach bum it s too nice out to be in an office,0
omg so much of a gmorning one leg is freaking killilng me and i dont want to go to to work today,0
not anymore xx,0
i dont think that in our safe canadian haven we have to worry business as usual maybe charity events,1
the leather miniskirt i ordered for revamped crossplay mello is too long and loose needs moar slutty,0
i wanna do the honor roll with them too haha,0
my apartment is freezing bedtime up in five hours go to pete s and finish a paper then three day weekend time,1
yep it was original would have been no fun watching the pixellized stretched and distorted audio version,0
can t help but miss him no matter how hard i try not to,0
wrist feels good today or better than it has i should say less twittering though sorry followers i ll send one after work xo,0
sorry red means being moved crap on a spoon it used to tell you on old windows,1
after tomorrow i m trying to figure what is real meaning of life,0
and still it isn t possible to order personal effects dark arts in german book stores i just tried it,0
i had to google that,0
you re just trying to make me jealous,0
thanks for the photos i hope that snow leo will be released soon,1
well just think u don t have to get out of work at,0
what about me jay i want a keychain,0
one more class then off to the train station,1
second chance shinedown i just saw haley s comet s lol i m sooooo bored,0
margaritas woohooo get ready lakers your going down tonight,1
just had the news that the willow way house is going up for sale,0
awake and working on my website stay tuned,1
kuz we love black women haveyouever wondered why brothas don t care for black girls lol,1
was supposed to take me to breakfast this mornin,0
im so fucking bored i want to party like now,0
penguins of madagascar with my sister hugee headache,0
we all forget every now and then take your time sweetie get up s l o w l y,1
my tamagotchi is so ugly,0
thanks for the followfriday mentions working on my list,1
oh fab thanks so much really appreciate it,1
back from the mall didn t find like anything i liked only got shirt gonna start drawing painting now,0
my flight home out of charlotte has been delayed by an hour it sounds like it might be delayed even longer,0
fifa final usa wins,1
oy joy the power is out over a good portion of mound woo no breakfast for me,0
i know im in for the day scotts taking the car so i cant go anywhere,0
lol i was knocked out last night lol that mcd s was good though i smashed just checked out that gs now i m extra jelly,0
received a bad news today i don t want to talk about it,0
uhhhh ohhhhh i read your tumblr post about her that sucks,0
oh no you re the manager can t you work out so you don t have to that sucks,0
my friend sierra who doesnt want her pic taken and she is moving away,0
i can t believe i m going back to school tomorrow,0
i like hey monday,1
i don t believe in soulmates,0
can you tell i listen to a lot of hair nation on xm sirius,1
thnks for accompanied me last night when the others were left it was very thoughtful of you,1
what can i say what a surprise,1
have stuff to do today but really finding it hard to stoke the fire to get going,0
lol th i ended up watching most of hsm anyway xd win win,1
is layin down amp not feelin good all not sure whats goin on prayin its not my gallbladder,0
everyone s asleep early i guess i should go sleep too its almost a night tweeps,1
awweeee whyy,0
awwww yay haha i wanna see yeah i m iffy of puttin my shit on here too but ya know where ya heard it first,1
oh my god that is adorable hahaha,1
awake soo early,0
syg was freakin awesome,1
is hanging at home hoping i ll get to see my mom and cathy s o o n text it,0
just jammed my toe under my chair leg,0
why am i mean changing your username was the best decision ever and a good one at that fck the hatersss hahaha,0
most amazing thing about dr pepper is it tastes the same regardless of sweetener at can here i drink it sparingly anyway,0
sorry mvp crew was runniing late amp had to cover ea press con no in n out for us,0
when s the jonas concert here haha i will save na for it seriously,0
o varujan pambuccian is rocking da house at the information security in web era conference,1
nopeee this time around it looks much better no bedding overload anyway last day work tmrw enjoy,1
some of the sync functions on the iphone software are buggy i lost notes i hope they re on my mac and not gone forever,0
you always hit the nail on the head literally,1
i hae to get my athletics form done amp my shots,0
am typical british morning cold wet road full of miserable angry drivers good times i need a holiday,0
kk nite have fun fishing,1
when im lucky enough to see certain people yes very,1
that s soo funny i am looking for times right now,1
thank you hun you re the star so at ease in front of the camera they need to put you in your own show,1
no more ice,0
bachlorette party was fun couldn t make it to suede my partners in crime bailed instead chilled home with my fam,0
i was watching some of the videos from london last night and it was a total blast,1
atomic horns fans see us this friday night at the secret city festival in oak ridge pm surely you want to meet all of us,1
haha yess we are lol yh but atm we re studying for our exams next week,0
wish i knew how to make this better,0
twitter still won t let me upload a pic,0
ok scratch the science center now it s on to deep cleaning my room,0
be strong we shall catch up in about hours,1
rainy and gloomy,0
followmekalan nasty squirrel no nuts for you tonight,1
thanks for the follow looks like we re gunna be downtown neighbors,1
ughhh i finals today sucks sooo bad i wish i could stay home again,0
at dino s for the after tavern munchies,1
as long as you re behaving,1
night doze well,1
oh karen ily,1
in oxford and just ate at jamie s kitchen but where the hell is jamie oliver,0
adorable puppy is adorable scratching her neck she stretched her neck out and looks from side to side sooo cute,1
is very worried,0
tennis u mean wii tennis or real tennis girl wins gold popcorn and is now playing tennis u r too much why we lt u,1
have a massive headache for a long amp fucking boring day shopping for linen amp crap for my new room but i do now have a metallica ringtone,1
oh the mankind is so biased,1
days and i can t even get excited anymore i m sooo sad,0
was getting ready to catch up now i dont need to,1
wishes she had concert tix to see demi lovato,0
hey honey i hope your rehearsals are going well today you have the honour of being my th update just cuz,1
watchin weird science that girls got a hot bod depressing,0
is busy busy busy at work pray the day moves like a boiling river,1
quot a friend helps you move a best friend helps you move bodies quot,1
currently watching boys over flower sweet,1
the sun is shining sweet got my skinnys rolled up chilling too sky eats airplane before i hit next lesson,1
twitter sucks i m only on here to follow ellen oprah and shane so i dont follow me because i m never on here,1
was surprised to read was founder of whirlpool net au ie debate,1
radiohead n i ine k ra  ka m yok yok gayet g zel ark yapm lar,1
please make the blink fob panic at the disco tour come to uk my favourite bands all in tour u know u want to plz,1
friend quote of the day quot it is one of the blessings of old friends that you can afford to be stupid with them quot ralph waldo emerson,1
nope that s not the one thanks tho,1
had a busy morning relaxing then cody amp pat s grad party,1
good night everybody quot what a day what a day quot i m headed to the gym to do my evening work out i have to meet my trainer this weekend,0
wow i m better at bowling than that,1
ooh where are you off to mistah flawe pls try not to smash the arrival departure monitors airport,1
its a grey day over manchester i would like the sun back please x,0
why do i even consider smoking while we have this swine flu epidemic on our hands my throat hurts,0
baby not here yet,0
oh my goodness cute shoes sigh there goes my bank balance,0
well i don t think i am a hero i think i did what anyone would have done in my place but thank you,1
the joint between my shoulders and my arm hurts i didn t do anything rigorous today,0
thanks for the mention back to you,1
i m glad we hung out tonight i love you i will see you soon,1
little bit annoyed but satisfied,1
i hate to calculate hate simple interest amp compound interest luckily am not poa student harder than amaths de trigonometry,0
i think i ve checked my e mail times today,0
this woman is an utter disgrace should be charged with aggravated wasting of police time clifford given a caution,0
cannot wait for new episode there is one on sunday right is my dvr being weird it told me it was a rerun of yesterday s ep,0
men easily entertained being a wife not glamorous but pretty satisfying,1
seniors made me cry today my kids are leaving,0
ohnotheydidnt ontd ohyeswedid haha this is getting fun,1
stock markets have taught us that pigs can fly w o wings,1
can t skate today cuz of the shitty weather,0
ooo i jus seen your message it didn t come up n my thing cuz my name was spelled wrong but aw okayy,0
i miss you so much i miss ckt,0
hey you would be next,1
my hammock is amazing and its still in one peice im so proud,1
oh soooo sorry,0
tennis all morning where s mtp this is ruining my sunday morning routine,0
te amo mucho mucho mucho thanks for today s i will never forget it,1
sigo triste gt,0
enjoyed the cook archuleta concert last night thanks kuya day,1
i think she talkin bout the book,1
sounds nice going to your parent s i sure do miss my dad,0
lol welcome to twitter guys,1
i m ok ate too much ice cream you should be asleep,1
misses the cents ice longan from the school canteen,0
since there was like days,1
coding some jsp on a y old web app beark,0
i hate when people let you down and it makes you feel really pathetic and mopy,0
omg i am soooooo freakin sick tonight,0
ah i have pink eye,0
will finish work reports today wondering if most people think before they act doubt it must work on being less righteous,1
i know guess i ll have to bring an umbrella,0
sorry to here about the internet have fun at work,0
i m not feeling well i think im catch a cold well im near to it hope not s,0
still no sleep today is going to be one long day,0
my husband is ace,1
early birthday lunch shopping and homemade egg rolls for dinner i love my mommy,1
hope your party was fun sorry i couldn t make it,0
bbq w andy tonight we ate dinner out on the patio and had a small fire soooo fun and my boca burger was delish,1
meh i always feel that way in the summer yes yes we do,0
google ksurl calling home from my mac every day here s the remedy caught thank to littlesnitch,0
yeah i can see that so i guess your utilizing your writing abilities to the fullest hehe good luck on that,1
time for some shuteye,1
haha i would be my wife won t let me,1
poopy we arent going to the floors mall,0
ill keep you up i have to stay up for finals again bb,0
and did you like the tent scene in ecclipse,1
i did so good this weekend house cleaning washing drinking movie watching and half way with a video,1
susy saw the other rick barraza on bing and says she likes him better i say we must be twins separated birth,1
i want a blackberry or a sidekick soo bad,0
waddup twiggaz wat it look like today cant wait to get home so i could spoon,1
ha in my excitement at the song i became dyslexic and you turned the volume down anyway epic fail all round methinks,0
minifridge at work is broken where am i gonna put all the beer now,0
i d really like to eat this week without getting incredibly sick hours later,0
burned with the guys at digs feeling yucky still,0
does this mean you re coming to the wedding now since you ll be in kc,1
did you say nights in rodanthe god i loveeeee that movie ahhhh,1
doesnt understand anymore a friend of mine died of a heart attack ish healthy didn t smoke r drink much lovely children bye loz,0
hillsong,1
i got a new sidekick lx hells yeah,1
is watching hannah montana,1
lol i respect the college football i just want orlando to win two just two at this point they cheat in la,0
its too gloomy out here,0
i couldn t find it on google i could only find places to download it to your iphone,0
fern i am worki first day workin in ages amp all my family r bbqin it please play single ladies beyonce mydaughters bbqx,0
cause i have stories to share,1
who knew motorized bikes fish heads turkeys alive amp not so much amp dive bombing june bugs could be so much fun,1
has a tummy ache no bueno,0
dear jack,1
boredd happy to be home from france x,1
just went fourwheeling down the pipeline with ang amp almost got mawled by a bear ohh the yooper life,1
someones always gonna be there for you because a true friendship is one thats never broken no matter what the circumstance is,1
twilight zone at am not so awesome sucky episode,0
i think i m going to have to retire the basketball shorts i ve had for about seven years,0
so sad i think it s cuz of the rain but who knows,0
i am soo procrastinating only did part of my hw that is due mor and its of my grade but i had fun with friends today,1
i m easy,1
are you a camp counselor i was once in pennsylvania was exciting,1
writing fundraising materials for ministries a typical degree monday in paradise,1
everyone bums off my dad mannnnn hes mine not yours get over itt,1
it s getting onto am monday morning where i am hope that helps,1
lol sorry cuz we ll go wheneva u come up herr promise,1
is happy that this is another short week time is just tick tick ticking,1
got so much accomplished today and i have so little to show for it,0
i love watching movies which are so funny that i couldn t stop laughing,1
found g watchdog for android via great tool for monitoring your quot unlimited quot plans read the fine print,1
hi isabella i m good working this weekend not too exciting but no worries,1
my roommate moves out today new blog post,0
grr latelatelateee i have to shower then get ready and leave at to get into school i fucking hate ittttt catchyeh mcfly xxxx,0
your mommy is funny lol,1
haha not too many,1
no did sw twice and never lost a lb too many years of starving myself and over exercising has messed my metabolic rate,0
attempted to be grown up and do my own washing but has shrunk my fave top x,0
wow at this movie the happening lol it s so bad but now i m scared of old ladies p also wtf at saw,0
thinking and planning,1
crap i am going to miss the twitter party because i have to work an orientation tonight,0
woke up to a big ass fly in my face buzzing so loud my nose blocked and my eyes stinging something tells me day aint gonna be gud,0
mags are doing badly now but gooood for you soon maybe we should speak send ur info dm me,0
says happy mother s day or just a happy day to all,1
gutted tell justin he can come and stay with me till he goes back to hollyoaks,1
lmao that made my day,1
no i have to work and i just have a feeling it s going to be another long day my poor baby,0
started reading benjamin button today,1
i am going to start using for fast access to m twitter com at school,1
excited about the paparazzi video,1
it only accepts letters numbers and underscores,0
ehhehehe thanks,1
endeavor launch postponed,0
totally forgot here s an english palm tree,1
broke my pitching wedge,0
my mood just went down,0
so much to do so little time house to clean is the start then have to start the babies room maybe a shopping trip this week too,0
make some then silly,1
talking to efim,1
work at am oh fun southbank n nando s sunday yeeew,1
ooh tell the i said hi ol troublemaker,1
no lol but its ok im gonna take him for a walk mil is gonna take daughter but they usually dont take baby for the wekend,0
going to the dentists again in half an hour then it s all over looking forward to this weekend if my hayfever doesn t ruin it,0
everyone deserves a second chance,1
